Year Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec YTD DD 
2021 2.19 13.98 0.90 8.52 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 27.54 0.00 
2020 -5.70 -7.08 31.19 -0.52 -5.52 -0.21 3.40 -2.53 -11.89 2.38 0.62 19.63 17.99 -16.71 
2019 -19.33 -2.94 10.05 -1.89 -4.97 6.92 9.04 29.96 -23.00 -12.00 -5.39 0.88 -21.28 -35.89 
2018 12.99 -15.33 -6.57 3.46 -7.23 4.57 15.55 16.15 -1.12 -25.79 15.60 -6.35 -4.35 -26.62 
2017 -6.33 9.23 -7.77 8.97 -0.41 -4.53 -5.42 2.38 -8.08 10.68 -2.29 7.93 1.57 -15.37 
2016 5.94 10.75 -13.52 -2.84 -8.35 27.33 -1.01 -13.30 18.22 -10.77 -0.71 -5.05 -1.81 -22.99 
2015 6.93 -0.50 3.84 -7.98 4.13 -6.07 4.77 -9.23 6.15 -11.05 13.52 -2.10 -0.77 -19.18 
2014 -1.46 1.36 4.65 2.67 -4.47 2.37 2.25 9.33 17.69 -1.67 13.05 9.05 67.38 -4.47 
2013 10.46 7.39 9.29 9.73 0.13 -3.15 -4.03 -10.90 2.61 7.29 11.58 -1.24 43.11 -17.18 
2012 -3.75 0.78 5.21 -1.08 -0.90 -18.12 11.38 -6.26 -8.58 -15.07 -0.97 0.76 -33.74 -35.56 
2011 2.07 9.78 -4.62 6.07 -11.82 -7.41 11.15 1.59 -4.20 -14.14 12.05 -1.64 -5.26 -24.17 
2010 -3.84 -7.15 -5.15 2.02 -8.77 0.53 -12.03 14.59 16.46 22.29 -5.36 25.30 34.90 -30.29 
2009 1.60 -0.03 -3.36 -5.51 -1.30 -6.81 -0.53 10.85 1.32 -7.86 10.70 -3.19 -5.89 -16.48 
2008 21.65 28.86 -7.96 -8.58 5.35 8.51 -18.78 -6.73 11.58 45.49 6.97 5.30 108.87 -27.13 
2007 0.56 -5.18 -8.82 2.59 4.70 4.85 -16.89 -19.40 3.92 13.72 -8.59 8.47 -23.14 -34.78 
2006 11.09 -2.70 13.05 11.46 -4.27 -6.10 -5.20 1.95 1.00 -0.13 0.56 1.60 21.94 -14.78 
2005 -4.28 0.54 2.30 -9.28 -4.08 5.32 6.62 2.78 13.57 -5.64 15.27 8.35 32.34 -14.33 
2004 4.19 8.45 2.37 -11.50 -6.99 -0.73 -0.41 -6.21 7.76 0.76 9.63 -4.94 -0.10 -23.68 
2003 13.20 7.22 -12.83 1.45 7.64 -7.61 -6.33 0.07 6.66 15.32 -0.27 5.35 29.30 -17.62 
2002 0.00 0.00 -7.52 1.55 6.75 7.38 5.95 5.44 5.13 -7.73 -5.08 7.80 19.37 -12.42 
2001 -9.62 18.76 13.46 -15.25 -0.66 5.39 -1.26 0.00 0.00 0.00 0.00 0.00 6.69 -15.81 
2000 -5.02 2.52 -8.40 -0.27 6.97 1.55 -1.25 12.68 -4.36 1.96 9.05 8.90 24.51 -11.05 
1999 0.0 0.0 0.0 0.0 -0.29 -0.14 -2.22 2.13 -4.81 -4.80 7.01 4.84 1.09 -9.89 
Program / Index Apr Qtr YTD 1yr 3yr 5yr 10yr Since5/1999 
"The Mulvaney Global Markets Fund 8.52 24.80 27.54 31.59 22.52 14.63 48.75 1,048.36 "
S&P 500 5.24 16.22 14.93 48.22 63.01 106.89 213.29 228.17 
+/- S&P 500 3.28 8.58 12.61 -16.63 -40.49 -92.26 -164.54 820.19 
Type Fund 
Minimum Investment $ 100k 
Trading Level Incremental Increase $ 0k 
CTA Max Funding Factor  
Management Fee 2.00% 
Performance Fee 20.00% 
Average Commission $0 
Available to US Investors Yes 
High Water Mark Yes 
Subscription Frequency 15-30 Days 
Redemption Frequency 15-30 Days 
Investor Requirements QEP 
Lock-up Period 0 
Trading Frequency 1500 RT/YR/$M 
Avg. Margin-to-Equity 32% 
Targeted Worst DD  
Worst Peak-to-Trough 0% 
Sector Focus Diversified Traders 
Over 12 Months 0% 
4-12 Months 0% 
1-3 Months 0% 
1-30 Days 0% 
Intraday 0% 
Discretionary 0% 
Systematic 100.00% 
Index Award Type Rank Performance Period 
Trend Following Strategy Index Month 8 4.13 5/2015 
IASG CTA Index Annual 8 67.38 2014 
IASG CTA Index Month 9 17.69 9/2014 
Systematic Trader Index Month 9 17.69 9/2014 
Diversified Trader Index Month 9 17.69 9/2014 
Trend Following Strategy Index Month 7 17.69 9/2014 
Trend Following Strategy Index Month 4 4.65 3/2014 
Diversified Trader Index Month 10 4.65 3/2014 
IASG CTA Index Annual 4 43.11 2013 
IASG CTA Index Month 3 11.58 11/2013 
Trend Following Strategy Index Month 2 11.58 11/2013 
Systematic Trader Index Month 2 11.58 11/2013 
Diversified Trader Index Month 2 11.58 11/2013 
Trend Following Strategy Index Month 7 7.29 10/2013 
Systematic Trader Index Month 10 7.29 10/2013 
Systematic Trader Index Month 3 9.29 3/2013 
IASG CTA Index Month 2 9.29 3/2013 
Trend Following Strategy Index Month 3 9.29 3/2013 
Diversified Trader Index Month 3 9.29 3/2013 
Trend Following Strategy Index Month 7 7.39 2/2013 
Diversified Trader Index Month 7 7.39 2/2013 
Systematic Trader Index Month 5 7.39 2/2013 
IASG CTA Index Month 9 7.39 2/2013 
Systematic Trader Index Month 8 10.46 1/2013 
Trend Following Strategy Index Month 7 10.46 1/2013 
Diversified Trader Index Month 6 10.46 1/2013 
IASG CTA Index Month 7 10.46 1/2013 
Trend Following Strategy Index Month 7 11.38 7/2012 
Trend Following Strategy Index Month 5 5.21 3/2012 
Systematic Trader Index Month 10 5.21 3/2012 
Diversified Trader Index Month 9 5.21 3/2012 
Trend Following Strategy Index Month 4 12.05 11/2011 
IASG CTA Index Month 8 12.05 11/2011 
Diversified Trader Index Month 5 12.05 11/2011 
Systematic Trader Index Month 6 12.05 11/2011 
Trend Following Strategy Index Month 7 9.78 2/2011 
Systematic Trader Index Month 8 9.78 2/2011 
Diversified Trader Index Month 8 9.78 2/2011 
IASG CTA Index 3 Year 8 165.16 2007 - 2010 
IASG CTA Index Month 4 25.30 12/2010 
Trend Following Strategy Index Month 1 25.30 12/2010 
Systematic Trader Index Month 1 25.30 12/2010 
Diversified Trader Index Month 2 25.30 12/2010 
Diversified Trader Index Month 2 22.29 10/2010 
Systematic Trader Index Month 2 22.29 10/2010 
Trend Following Strategy Index Month 2 22.29 10/2010 
IASG CTA Index Month 6 22.29 10/2010 
Diversified Trader Index Month 5 16.46 9/2010 
IASG CTA Index Month 8 16.46 9/2010 
Trend Following Strategy Index Month 3 16.46 9/2010 
Systematic Trader Index Month 3 16.46 9/2010 
Trend Following Strategy Index Month 9 14.59 8/2010 
Diversified Trader Index Month 9 14.59 8/2010 
Diversified Trader Index Month 4 10.85 8/2009 
Trend Following Strategy Index Month 4 10.85 8/2009 
Systematic Trader Index Month 3 10.85 8/2009 
IASG CTA Index Month 7 10.85 8/2009 
IASG CTA Index Annual 6 108.87 2008 
Diversified Trader Index Month 2 45.49 10/2008 
Trend Following Strategy Index Month 2 45.49 10/2008 
Systematic Trader Index Month 2 45.49 10/2008 
IASG CTA Index Month 2 45.49 10/2008 
Trend Following Strategy Index Month 5 11.58 9/2008 
Diversified Trader Index Month 7 11.58 9/2008 
Systematic Trader Index Month 7 11.58 9/2008 
IASG CTA Index Month 9 11.58 9/2008 
Systematic Trader Index Month 6 28.86 2/2008 
Diversified Trader Index Month 7 28.86 2/2008 
IASG CTA Index Month 7 28.86 2/2008 
Trend Following Strategy Index Month 6 28.86 2/2008 
Systematic Trader Index Month 6 21.65 1/2008 
IASG CTA Index Month 6 21.65 1/2008 
Trend Following Strategy Index Month 5 21.65 1/2008 
Diversified Trader Index Month 6 21.65 1/2008 
Systematic Trader Index Month 7 8.47 12/2007 
Trend Following Strategy Index Month 6 8.47 12/2007 
Diversified Trader Index Month 10 8.47 12/2007 
Systematic Trader Index Month 9 13.72 10/2007 
IASG CTA Index Month 9 13.72 10/2007 
Trend Following Strategy Index Month 9 13.72 10/2007 
Diversified Trader Index Month 8 13.72 10/2007 
Systematic Trader Index Month 3 13.05 3/2006 
Diversified Trader Index Month 4 13.05 3/2006 
Trend Following Strategy Index Month 3 13.05 3/2006 
IASG CTA Index Month 4 13.05 3/2006 
Trend Following Strategy Index Month 8 11.09 1/2006 
Systematic Trader Index Month 9 11.09 1/2006 
