Year Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec YTD DD 
2021 -1.35 -0.20 -0.18 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -1.72 -1.72 
2020 9.37 -1.54 3.52 8.15 0.84 0.00 15.37 -1.24 -10.71 -5.39 -5.62 10.48 22.02 -21.26 
2019 6.52 2.30 0.80 3.66 -2.71 13.36 2.34 13.67 -8.80 0.28 -0.77 4.58 38.64 -9.25 
2018 8.95 -12.51 2.31 -1.55 -4.27 -6.23 -2.00 -3.10 -5.98 -7.54 1.20 5.32 -24.17 -34.70 
2017 5.23 7.46 -0.69 1.82 1.98 -5.65 7.11 6.59 -3.79 8.67 0.40 5.15 38.64 -5.65 
2016 5.75 12.45 -1.73 -3.20 -9.23 10.42 5.90 -7.32 -1.95 -8.89 -9.94 -3.85 -13.92 -28.31 
2015 13.84 -2.31 -1.21 -3.99 0.39 -12.47 -0.03 -6.80 -1.42 4.01 1.41 -4.09 -13.88 -25.22 
2014 -0.98 12.67 -7.98 -0.65 -1.63 5.61 -5.47 9.89 -3.30 -3.30 11.94 -1.52 13.47 -10.22 
2013 5.74 -3.92 3.43 10.22 -16.81 -16.52 7.45 3.69 -9.20 3.68 -4.72 -1.36 -20.71 -31.54 
2012 11.13 0.86 -13.12 -1.48 19.73 -14.78 3.62 1.11 0.97 -9.88 -7.15 1.79 -11.80 -24.56 
2011 -11.51 13.05 1.26 23.29 -13.96 -5.50 17.41 12.67 -15.33 -10.85 -3.10 -17.86 -19.29 -39.92 
2010 -16.59 6.29 19.28 12.41 -24.99 4.56 -7.51 10.45 11.22 11.01 -2.47 19.62 37.19 -27.46 
2009 5.32 2.53 -6.30 -15.52 -11.69 -9.02 -8.99 5.65 9.87 -11.33 33.20 -18.96 -30.56 -42.12 
2008 6.08 28.68 -7.15 -8.26 12.52 18.49 -21.36 -21.49 6.06 10.88 15.42 10.81 43.96 -38.26 
2007 2.15 -9.03 -6.41 13.44 2.76 2.15 -9.06 -13.35 18.50 18.19 -9.98 13.02 16.28 -21.20 
2006 18.08 -7.40 8.13 18.53 -10.94 -7.78 -12.29 -2.71 5.33 12.50 6.75 12.94 40.32 -29.91 
2005 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -3.05 16.58 7.50 21.50 -3.05 
Program / Index Mar Qtr YTD 1yr 3yr 5yr 10yr Since10/2005 
Superfund Green Gold B (SPC) -0.18 -0.38 -1.72 -0.54 31.31 33.00 -33.56 125.61 
S&P 500 4.24 9.21 9.21 58.70 55.31 97.12 206.17 253.95 
+/- S&P 500 -4.42 -9.58 -10.93 -59.24 -24.00 -64.11 -239.72 -128.35 
Type Fund 
Minimum Investment $ 50k 
Trading Level Incremental Increase $ 0k 
CTA Max Funding Factor  
Management Fee 0.40% 
Performance Fee 25.00% 
Average Commission $0 
Available to US Investors No 
High Water Mark Yes 
Subscription Frequency 1-7 Days 
Redemption Frequency 1-7 Days 
Investor Requirements Any Investor 
Lock-up Period 0 
Trading Frequency 0 RT/YR/$M 
Avg. Margin-to-Equity 30% 
Targeted Worst DD  
Worst Peak-to-Trough 0% 
Sector Focus Diversified Traders 
Over 12 Months 0% 
4-12 Months 0% 
1-3 Months 0% 
1-30 Days 0% 
Intraday 0% 
Discretionary 0% 
Systematic 100.00% 
Index Award Type Rank Performance Period 
Trend Following Strategy Index Month 9 13.84 1/2015 
Trend Following Strategy Index Month 10 9.89 8/2014 
Diversified Trader Index Month 10 9.89 8/2014 
Trend Following Strategy Index Month 10 5.61 6/2014 
Diversified Trader Index Month 10 5.61 6/2014 
Trend Following Strategy Index Month 2 12.67 2/2014 
Systematic Trader Index Month 3 12.67 2/2014 
IASG CTA Index Month 4 12.67 2/2014 
Diversified Trader Index Month 4 12.67 2/2014 
Trend Following Strategy Index Month 6 3.69 8/2013 
IASG CTA Index Month 6 7.45 7/2013 
Trend Following Strategy Index Month 4 7.45 7/2013 
Systematic Trader Index Month 4 7.45 7/2013 
Diversified Trader Index Month 3 7.45 7/2013 
Diversified Trader Index Month 9 19.73 5/2012 
Trend Following Strategy Index Month 10 19.73 5/2012 
Systematic Trader Index Month 10 19.73 5/2012 
IASG CTA Index Month 10 11.13 1/2012 
Systematic Trader Index Month 9 11.13 1/2012 
Diversified Trader Index Month 7 11.13 1/2012 
Trend Following Strategy Index Month 5 11.13 1/2012 
Diversified Trader Index Month 4 17.41 7/2011 
Systematic Trader Index Month 4 17.41 7/2011 
Trend Following Strategy Index Month 4 17.41 7/2011 
IASG CTA Index Month 6 17.41 7/2011 
Trend Following Strategy Index Month 2 23.29 4/2011 
Systematic Trader Index Month 2 23.29 4/2011 
Diversified Trader Index Month 2 23.29 4/2011 
IASG CTA Index Month 3 23.29 4/2011 
Systematic Trader Index Month 3 13.05 2/2011 
Trend Following Strategy Index Month 3 13.05 2/2011 
Diversified Trader Index Month 3 13.05 2/2011 
IASG CTA Index Month 6 13.05 2/2011 
Trend Following Strategy Index Month 5 19.62 12/2010 
Systematic Trader Index Month 6 19.62 12/2010 
Diversified Trader Index Month 7 19.62 12/2010 
IASG CTA Index Month 9 19.62 12/2010 
Diversified Trader Index Month 4 12.41 4/2010 
IASG CTA Index Month 4 12.41 4/2010 
Systematic Trader Index Month 4 12.41 4/2010 
Trend Following Strategy Index Month 3 12.41 4/2010 
Trend Following Strategy Index Month 4 19.28 3/2010 
Diversified Trader Index Month 4 19.28 3/2010 
Systematic Trader Index Month 4 19.28 3/2010 
IASG CTA Index Month 5 19.28 3/2010 
Trend Following Strategy Index Month 8 6.29 2/2010 
IASG CTA Index Month 4 33.20 11/2009 
Trend Following Strategy Index Month 3 33.20 11/2009 
Systematic Trader Index Month 3 33.20 11/2009 
Diversified Trader Index Month 3 33.20 11/2009 
Trend Following Strategy Index Month 4 9.87 9/2009 
Diversified Trader Index Month 6 9.87 9/2009 
Systematic Trader Index Month 6 9.87 9/2009 
IASG CTA Index Month 9 9.87 9/2009 
Diversified Trader Index Month 9 5.32 1/2009 
Trend Following Strategy Index Month 5 5.32 1/2009 
Trend Following Strategy Index Month 5 10.81 12/2008 
Systematic Trader Index Month 7 10.81 12/2008 
Diversified Trader Index Month 7 10.81 12/2008 
Systematic Trader Index Month 6 15.42 11/2008 
Diversified Trader Index Month 6 15.42 11/2008 
IASG CTA Index Month 6 15.42 11/2008 
Trend Following Strategy Index Month 4 15.42 11/2008 
IASG CTA Index Month 4 18.49 6/2008 
Diversified Trader Index Month 3 18.49 6/2008 
Systematic Trader Index Month 2 18.49 6/2008 
Trend Following Strategy Index Month 2 18.49 6/2008 
Trend Following Strategy Index Month 3 12.52 5/2008 
IASG CTA Index Month 4 12.52 5/2008 
Systematic Trader Index Month 4 12.52 5/2008 
Diversified Trader Index Month 4 12.52 5/2008 
Trend Following Strategy Index Month 7 28.68 2/2008 
Systematic Trader Index Month 7 28.68 2/2008 
